op_type,district,street,rooms,area,floor,total_floors,house_seria,house_type,condition,price,lat,lon
For sale,centrs,Katrīnas d. 17,2,59.0,1.0,6.0,Jaun.,Panel-Brick,All amenities,76000.0,56.9716816,24.1021951
For sale,Zolitūde,Augšzemes 7,3,75.0,2.0,4.0,Specpr.,Masonry,All amenities,125000.0,56.94388789999999,24.021638473844035
For sale,Pļavnieki,Pļavnieku 5,2,51.0,6.0,9.0,602.,Panel,All amenities,53950.0,56.94249375,24.210727636044666
For sale,centrs,Kalniņa 1,1,30.36,4.0,5.0,Renov.,Masonry,Without amenities,69990.0,56.949245999999995,24.12082191615919
For sale,centrs,Cēsu 43,3,71.0,1.0,5.0,P. kara,Masonry,All amenities,129000.0,56.966339500000004,24.1442451
For rent,centrs,Zvaigžņu 24,1,20.0,3.0,5.0,P. kara,Masonry,All amenities,300.0,56.9607411,24.1497716
For rent,centrs,Dzirnavu 31,3,120.0,7.0,7.0,P. kara,Brick,All amenities,1300.0,56.959280500000006,24.1128099
For sale,Ķengarags,Maskavas 256/7,2,47.0,4.0,5.0,LT proj.,Panel,All amenities,51000.0,56.944585100000005,24.1127805007715
For rent,centrs,Brīvības 156,1,32.0,5.0,5.0,Specpr.,Panel,All amenities,25.0,56.965194700000005,24.14276937722176
For sale,Mežciems,Gaiļezera 4,5,120.0,9.0,10.0,602.,Panel,All amenities,87000.0,56.96794800000001,24.23515863117775
For sale,Zolitūde,Gramzdas 17,2,61.0,6.0,9.0,119.,Panel,All amenities,65000.0,56.94490875,24.00897531693778
For sale,Vecrīga,Vecpilsētas 3,3,127.0,5.0,5.0,P. kara,Brick,All amenities,178000.0,56.946815,24.1115359
For sale,Āgenskalns,Mūkusalas 29,3,85.0,2.0,4.0,Jaun.,Masonry,All amenities,159000.0,56.93693955000001,24.10193236312368
For rent,Āgenskalns,Tapešu 25,3,74.0,3.0,4.0,Specpr.,Brick-Panel,All amenities,420.0,56.94972565000001,24.047621487188245
For rent,centrs,Elizabetes 1,4,94.0,2.0,5.0,Renov.,Masonry,All amenities,600.0,56.95950265000001,24.098810365230023
For sale,centrs,Kazarmu 2a,1,31.0,3.0,5.0,P. kara,Masonry,All amenities,62000.0,56.973102100000006,24.1419
For rent,centrs,Ausekļa 7,6,160.0,2.0,5.0,Renov.,Masonry,All amenities,1600.0,56.96104425,24.099655755347374
For sale,centrs,Birznieka-Upīša 13,2,57.0,7.0,7.0,Jaun.,Panel,All amenities,140000.0,56.94932950000001,24.126489205607477
For rent,Mežciems,Hipokrāta 9,2,57.0,4.0,16.0,104.,Brick-Panel,All amenities,350.0,56.96758455,24.238078024789004
For sale,centrs,Birznieka-Upīša 10,3,95.0,2.0,5.0,Renov.,Masonry,All amenities,225675.0,56.9488745,24.12660274460919
For sale,Vecmīlgrāvis,Kāvu 1,2,39.0,5.0,5.0,LT proj.,Panel,All amenities,31500.0,57.03317275000001,24.099325400000005
For sale,Purvciems,Stirnu 55,3,60.0,3.0,5.0,LT proj.,Panel,All amenities,51000.0,56.96423965,24.193977899999997
For rent,Āgenskalns,Kalnciema 1a,2,69.0,1.0,4.0,P. kara,Masonry,All amenities,350.0,56.94591245,24.080118874556128
For sale,Ķengarags,Rasas 2,3,60.0,1.0,5.0,LT proj.,Panel,All amenities,54500.0,56.9032733,24.199424249999996
For rent,Ziepniekkalns,Zaļenieku 22,1,33.0,2.0,2.0,Renov.,Masonry,All amenities,260.0,56.90813455,24.0977731
For sale,centrs,Blaumaņa 12,2,43.0,1.0,6.0,P. kara,Masonry,All amenities,104370.0,56.9548306,24.1221141
For rent,centrs,Rūpniecības 1,5,150.0,2.0,5.0,P. kara,Wood,All amenities,2200.0,56.9591583,24.102674114411453
For sale,Šķirotava,Malēju 4a,1,38.0,4.0,4.0,Specpr.,Brick,All amenities,21000.0,56.90687475,24.220915782229994
For sale,Purvciems,Vaidavas 15/1,2,82.0,1.0,7.0,Jaun.,Panel,All amenities,89000.0,56.962213600000005,24.1761063
For sale,Ķengarags,Rasas 4,2,49.6,4.0,5.0,LT proj.,Panel,All amenities,38000.0,56.90364565,24.20167460058073
For rent,Pļavnieki,Zebiekstes 3,2,59.0,7.0,9.0,119.,Panel,All amenities,400.0,56.9467218,24.19378854590168
For sale,Purvciems,Stirnu 50b,3,56.1,1.0,4.0,Jaun.,Brick-Panel,All amenities,100000.0,56.965062100000004,24.195293300000003
For sale,Āgenskalns,Vīlipa 3,3,70.6,2.0,2.0,Renov.,Wood,All amenities,67600.0,56.94731475,24.060915260124716
For rent,centrs,Ģertrūdes 38,4,121.0,2.0,5.0,Renov.,Brick,All amenities,850.0,56.9538641,24.128666877855053
For rent,Torņakalns,Mūkusalas 56,1,25.0,2.0,3.0,Specpr.,Panel,All amenities,350.0,56.92972905000001,24.10660654195345
For sale,Ziepniekkalns,Ozolciema 32,2,50.2,2.0,9.0,602.,Panel,All amenities,58000.0,56.89979805,24.098350150000005
For rent,centrs,Elizabetes 2a,4,95.0,3.0,5.0,P. kara,Masonry,All amenities,600.0,56.95812539999999,24.108049781514087
For sale,centrs,Čaka 52,5,120.0,5.0,5.0,P. kara,Masonry,All amenities,220000.0,56.9542909,24.132971899999998
For sale,Sarkandaugava,Tilta 11,1,30.0,4.0,5.0,Hrušč.,Brick,All amenities,26333.0,56.996193299999995,24.1291468
For sale,centrs,Klusā 21,1,20.0,4.0,5.0,P. kara,Masonry,All amenities,34000.0,56.9758898,24.145391383510933
For rent,centrs,Bruņinieku 75,1,17.0,1.0,5.0,Specpr.,Brick-Panel,All amenities,140.0,56.95304725,24.138171810885783
For sale,Purvciems,Stirnu 5,3,78.0,2.0,9.0,119.,Brick,All amenities,67000.0,56.95133675,24.182684025943452
For sale,Ķengarags,Lokomotīves 32,3,67.0,1.0,2.0,Staļina,Masonry,All amenities,45000.0,56.9129169,24.19312025000001
For sale,centrs,Grostonas 17,3,94.0,5.0,8.0,Jaun.,Panel,All amenities,198000.0,56.96998705,24.12421088272788
For sale,centrs,Barona 64,4,123.0,4.0,6.0,P. kara,Masonry,All amenities,260000.0,56.955402799999995,24.130012699999998
For sale,centrs,Lāčplēša 54,3,56.2,2.0,6.0,P. kara,Masonry,All amenities,110000.0,56.9513816,24.128961899999997
For rent,centrs,Cēsu 8,3,87.0,4.0,6.0,P. kara,Masonry,All amenities,500.0,56.96408475,24.138063330197372
For sale,centrs,Indrānu 15,2,54.0,1.0,5.0,P. kara,Masonry,All amenities,98000.0,56.9688549,24.145122067636226
For sale,centrs,Čaka 46,4,102.7,2.0,4.0,P. kara,Masonry,All amenities,123000.0,56.95362985,24.132406458301052
For sale,centrs,Čaka 46,3,80.8,4.0,4.0,P. kara,Masonry,All amenities,104000.0,56.95362985,24.132406458301052
For sale,Purvciems,Deglava 122,3,78.0,6.0,9.0,119.,Panel-Brick,All amenities,82900.0,56.94708265,24.19762763990448
For sale,Bolderāja,Dolomīta 2,1,34.0,5.0,5.0,Hrušč.,Brick,All amenities,28500.0,57.0264399,24.039197100000003
For sale,Purvciems,Deglava 108,3,75.0,6.0,9.0,119.,Panel,All amenities,78000.0,56.94719075,24.186756733882362
For rent,Teika,Kastrānes 16,1,38.0,2.0,4.0,Specpr.,Brick-Panel,All amenities,330.0,56.96806095,24.17694482232399
For sale,Pļavnieki,Ilūkstes 6,1,42.0,6.0,9.0,M. ģim.,Panel,All amenities,42000.0,56.9339826,24.197050844516077
For sale,Purvciems,Dzelzavas 25,3,62.0,7.0,9.0,602.,Panel,All amenities,65000.0,56.95966275,24.178496624952025
For sale,Pļavnieki,Jasmuižas 11,2,50.0,5.0,8.0,602.,Panel,All amenities,60000.0,56.936719,24.21155531690764
For rent,centrs,Brīvības iela 90,2,59.0,5.0,6.0,P. kara,Masonry,All amenities,550.0,56.95977679999999,24.129739100000002
For sale,Daugavgrīva,Zvīņu 3,2,60.0,2.0,2.0,Specpr.,Wood,Partial amenities,16790.0,57.0364757,24.025385434665004
For rent,Ķengarags,Maskavas 280,1,34.0,1.0,5.0,LT proj.,Brick-Panel,All amenities,20.0,56.8597884,24.3083417
For sale,Imanta,Anniņmuižas bulvāris 54,3,63.0,1.0,9.0,602.,Panel,All amenities,53000.0,56.957668500000004,24.008248000000002
For rent,Teika,Caunes 10 k1,3,75.0,8.0,9.0,Specpr.,Panel-Brick,All amenities,410.0,56.9802132,24.187768
For sale,Ziepniekkalns,Ozolciema 24/k1,1,46.0,5.0,10.0,119.,Masonry,All amenities,44500.0,56.899030700000004,24.078598899999996
For rent,centrs,Rūpniecības 34,5,159.0,3.0,7.0,Jaun.,Masonry,All amenities,1500.0,56.96119870000001,24.1032565
For sale,centrs,Brīvības iela 114,2,62.0,4.0,6.0,Renov.,Brick,All amenities,113000.0,56.961977100000006,24.1348346
For rent,Āgenskalns,Liepājas 34,3,58.0,3.0,4.0,Renov.,Masonry,All amenities,500.0,56.9313946,24.070627124121195
For sale,Ziepniekkalns,Līvciema 9,3,75.0,7.0,7.0,Specpr.,Panel,All amenities,65000.0,56.909571850000006,24.097641602805066
For sale,centrs,Birznieka-Upīša 13,2,55.0,4.0,7.0,Jaun.,Panel-Brick,All amenities,120000.0,56.94932950000001,24.126489205607477
For rent,centrs,Pērnavas 19,1,18.0,3.0,5.0,Specpr.,Masonry,All amenities,220.0,56.962923700000005,24.1513342
For sale,Maskavas priekšpilsēta,Katoļu 9,2,38.0,4.0,5.0,P. kara,Masonry,All amenities,49600.0,56.94181855,24.136004360151066
For sale,Āgenskalns,Smiļģa 9,2,46.0,1.0,4.0,Renov.,Masonry,All amenities,80597.0,56.9348145,24.075341199999997
For sale,Purvciems,Dzelzavas 68,3,80.0,13.0,16.0,Specpr.,Masonry,All amenities,110000.0,56.95650225,24.186778306972908
For sale,Ziepniekkalns,Pīpeņu 10,2,59.0,2.0,5.0,Specpr.,Panel,All amenities,47488.0,56.91064295,24.09951605840851
For sale,Grīziņkalns,Dārzaugļu 1,4,108.0,2.0,6.0,Renov.,Panel-Brick,All amenities,140400.0,56.96528365,24.151134597137318
For rent,centrs,Bruņinieku 111,1,8.0,1.0,4.0,Renov.,Masonry,All amenities,120.0,56.9502926,24.143564917498058
For rent,Pļavnieki,Ulbrokas 8,1,42.0,4.0,5.0,M. ģim.,Panel,All amenities,240.0,56.94060485,24.2179315
For sale,Purvciems,Varavīksnes g. 6,3,64.0,2.0,9.0,602.,Panel,All amenities,68000.0,56.95044300000001,24.2008902
For rent,centrs,Brīvības iela 148,1,28.0,2.0,5.0,P. kara,Masonry,All amenities,30.0,56.964231000000005,24.14057637072409
For sale,centrs,"Valdemāra 23, k2",3,95.0,1.0,6.0,Renov.,Masonry,All amenities,220000.0,56.9744532,24.1354959
For sale,Teika,Pudiķa 24,4,138.0,1.0,2.0,Priv. m.,Masonry,All amenities,180000.0,56.97638375,24.17944934751024
For sale,Zolitūde,Lejiņa 3,2,58.0,5.0,9.0,119.,Panel,All amenities,65000.0,56.94716445,24.014437186495236
For sale,centrs,Alūksnes 2,2,49.0,3.0,5.0,Staļina,Masonry,All amenities,68000.0,56.96925335,24.098869397266608
For sale,Ziepniekkalns,Komētas 34,3,76.6,1.0,4.0,Jaun.,Panel-Brick,All amenities,119000.0,56.914968,24.122889999999998
For rent,Āgenskalns,Melnsila 18,1,31.0,4.0,5.0,Specpr.,Panel,All amenities,260.0,56.94540965,24.06649618668155
For rent,centrs,Rūjienas 6,2,56.0,1.0,2.0,P. kara,Wood,Partial amenities,240.0,56.9525161,24.1526998
For sale,Vecrīga,Šķūņu 6,1,15.0,3.0,4.0,P. kara,Masonry,All amenities,49990.0,56.948778299999994,24.1075908
For sale,Vecrīga,Šķūņu 6,1,32.0,3.0,4.0,P. kara,Masonry,All amenities,79990.0,56.948778299999994,24.1075908
For sale,Vecrīga,Šķūņu 6,1,15.0,2.0,4.0,P. kara,Masonry,All amenities,49990.0,56.948778299999994,24.1075908
For rent,centrs,Bruņinieku 12,4,127.0,4.0,5.0,P. kara,Masonry,All amenities,870.0,56.9583184,24.127276600000002
For sale,Ziepniekkalns,Valdeķu 54,3,63.0,9.0,4.0,602.,Panel,All amenities,79000.0,56.9094064,24.0954157
For rent,Mežaparks,Viestura pr. 63,2,47.0,9.0,9.0,Specpr.,Brick,All amenities,450.0,56.998436600000005,24.1328951
For rent,Āgenskalns,St. Rusas 22,3,85.0,3.0,3.0,Jaun.,Panel-Brick,All amenities,700.0,56.9433252,24.09142488628318
For rent,Bolderāja,Platā 10,1,43.4,5.0,5.0,M. ģim.,Panel,All amenities,220.0,57.02680235,24.04252253722048
For rent,Imanta,Dubultu 23,3,55.0,2.0,5.0,LT proj.,Panel,All amenities,350.0,56.957336600000005,24.004994222203774
For sale,centrs,Pērnavas 6,2,68.0,4.0,5.0,Staļina,Masonry,All amenities,103000.0,56.9659858,24.148010600000003
For sale,centrs,Skolas 38,4,190.0,6.0,6.0,P. kara,Masonry,All amenities,240000.0,48.296950200000005,-100.7081938
For sale,Purvciems,Viršu 7,2,58.0,5.0,9.0,119.,Panel,All amenities,67000.0,56.9521361,24.178036699999968
For sale,Torņakalns,Vaiņodes 24a,3,59.0,1.0,5.0,LT proj.,Panel,All amenities,51970.0,56.914672200000005,24.091812899999997
For rent,Daugavgrīva,Birzes 40,1,32.0,4.0,5.0,104.,Brick-Panel,All amenities,240.0,57.0372828,24.028249350000007
For sale,centrs,Miera 105,2,48.4,1.0,6.0,Renov.,Masonry,All amenities,110000.0,56.96657629999999,24.1337504
For sale,Jugla,Malienas 72,3,59.0,4.0,5.0,LT proj.,Panel,All amenities,49500.0,56.97560265,24.251777799999985
For sale,Ziepniekkalns,Bērzupes 24a,3,59.0,1.0,5.0,LT proj.,Panel,All amenities,51970.0,56.914774,24.0943957
For rent,centrs,Baznīcas 13,3,106.0,5.0,6.0,Renov.,Masonry,All amenities,950.0,56.9563689,24.1185508
For rent,Pļavnieki,Salnas 14,4,73.0,8.0,9.0,602.,Panel,All amenities,450.0,56.94212835,24.22304074771769
For sale,Āgenskalns,Daugavgrīvas 68 a,3,70.0,5.0,5.0,Staļina,Masonry,All amenities,98500.0,57.0164335,24.062864899999997
For sale,Vecmīlgrāvis,Meldru 24,3,57.0,3.0,5.0,LT proj.,Panel-Brick,All amenities,34900.0,57.03262235,24.09540702973588
For rent,Zolitūde,Zolitūdes 46,1,42.0,6.0,9.0,119.,Panel,All amenities,35.0,56.94224055,24.00608457590655
For sale,centrs,Hospitāļu 40,4,108.0,1.0,5.0,Staļina,Brick,All amenities,115000.0,56.97588635,24.139172520738192
For rent,Imanta,Imantas 1,2,82.0,2.0,3.0,Priv. m.,Brick,All amenities,290.0,56.95160125,24.025074192505283
For rent,centrs,Klijānu 6,3,200.0,8.0,9.0,Jaun.,Masonry,All amenities,1300.0,56.9726557,24.149311721285123
For rent,Imanta,Dammes 26,2,38.0,5.0,5.0,LT proj.,Panel,All amenities,300.0,56.964189299999994,24.01145445981697
For rent,centrs,Ganību d. 13,3,70.0,5.0,6.0,Jaun.,Brick-Panel,All amenities,600.0,56.9928319,24.1224521
For rent,centrs,Klijānu 6,1,35.0,5.0,9.0,Jaun.,Panel-Brick,All amenities,400.0,56.9726557,24.149311721285123
For rent,centrs,Sadovņikova 39,2,45.0,3.0,5.0,Specpr.,Brick,All amenities,40.0,56.941232799999995,24.135058899999997
For rent,centrs,Klijānu 6,2,70.0,8.0,9.0,Jaun.,Panel-Brick,All amenities,750.0,56.9726557,24.149311721285123
For sale,Čiekurkalns,Skultes 5,2,38.0,2.0,3.0,Renov.,Masonry,All amenities,40700.0,56.9849578,24.183133997237572
For rent,Grīziņkalns,Zvaigžņu 18,3,70.0,4.0,5.0,103.,Brick,All amenities,520.0,56.96000855,24.14835342067915
For rent,Vecmīlgrāvis,Kalngales 1,1,34.0,8.0,9.0,602.,Panel,All amenities,210.0,57.03824475,24.09934235822412
For sale,Ziepniekkalns,Ozolciema 52,1,41.0,2.0,9.0,M. ģim.,Panel,All amenities,65000.0,56.9010096,24.099975638354906
For rent,Ziepniekkalns,Tīraines 10,2,36.0,2.0,4.0,602.,Brick-Panel,All amenities,250.0,56.894617000000004,24.0770017
For sale,Zolitūde,Zolitūdes 38/3,3,83.0,9.0,9.0,119.,Panel,All amenities,72300.0,56.9461963,24.0014164
For sale,Purvciems,Vairoga 11,3,75.0,1.0,3.0,Staļina,Brick,All amenities,85454.0,56.969373499999996,24.169398
For sale,Teika,Ropažu 74,3,66.0,2.0,5.0,103.,Brick-Panel,All amenities,62000.0,56.98189375,24.184871009048592
For sale,Jugla,Skrudalienas 15,2,48.0,1.0,2.0,Specpr.,Panel-Brick,All amenities,36500.0,56.980424899999996,24.25141255
For sale,Mangaļi,Mores 17,2,65.0,1.0,3.0,Jaun.,Masonry,All amenities,90628.0,57.0200178,24.1371463
For sale,centrs,Ganību d. 16,1,15.8,1.0,2.0,Specpr.,Brick,Partial amenities,5300.0,56.9928319,24.1224521
For sale,centrs,Tērbatas 65,4,124.0,4.0,5.0,P. kara,Masonry,All amenities,177777.0,56.9581924,24.130661899999996
For sale,Vecrīga,Vāgnera 12,4,136.0,2.0,2.0,P. kara,Masonry,All amenities,227700.0,56.94881585,24.111473859108518
For rent,Ķengarags,Aglonas 12,3,60.0,1.0,5.0,LT proj.,Panel,All amenities,350.0,56.91125405,24.185960870958056
For sale,centrs,Zvaigžņu 2b,1,25.0,2.0,5.0,P. kara,Brick,Partial amenities,18000.0,56.9584765,24.146151899999996
For rent,Mežciems,Kaivas 50/1,3,70.0,5.0,5.0,Jaun.,Panel,All amenities,540.0,56.9541725,24.2443253
For rent,centrs,Bruņinieku 104,2,47.0,3.0,5.0,P. kara,Brick,All amenities,450.0,56.949434200000006,24.14454782161083
For rent,Sarkandaugava,Sīmaņa 6,1,27.0,2.0,2.0,P. kara,Brick,All amenities,220.0,56.992741599999995,24.128321567517748
For sale,Vecrīga,Meistaru 8,4,82.0,4.0,5.0,P. kara,Masonry,All amenities,139000.0,56.95038470000001,24.1085452
For sale,Jugla,Murjāņu 56,2,46.0,2.0,5.0,LT proj.,Panel,All amenities,38000.0,56.97782785,24.252412150000037
For sale,Vecrīga,Bīskapa gāte 3,2,58.0,5.0,5.0,Staļina,Masonry,All amenities,100000.0,56.948717,24.102601427641872
For sale,Purvciems,Madonas 25,4,97.0,5.0,9.0,119.,Brick-Panel,All amenities,94800.0,56.960423999999996,24.173289699999998
For rent,Imanta,Anniņmuižas bulvāris 38,2,64.0,10.0,18.0,Jaun.,Panel,All amenities,450.0,56.96112105,24.018216795250048
For sale,Zolitūde,Ruses 14,1,47.0,8.0,9.0,119.,Panel,All amenities,47000.0,56.94723615,24.004241271119614
For sale,Šampēteris-Pleskodāle,Kalnciema 106a,2,68.0,2.0,4.0,Jaun.,Masonry,All amenities,105000.0,56.93662655,24.043335653298612
For sale,Āgenskalns,Mārupes 47,2,74.0,1.0,5.0,Specpr.,Panel,All amenities,69900.0,56.92716239999999,24.076977177644547
For sale,centrs,Tomsona 9,3,91.0,4.0,7.0,Jaun.,Panel-Brick,All amenities,185000.0,56.96428355000001,24.12455414798608
For sale,Teika,Ropažu 14,3,69.0,3.0,10.0,Jaun.,Masonry,All amenities,119000.0,56.97673029999999,24.167657999605808
For rent,centrs,Eksporta 2a,3,80.0,3.0,6.0,Specpr.,Brick,All amenities,600.0,56.95661335,24.09873043063776
For rent,centrs,Barona 76,3,68.0,3.0,6.0,Renov.,Masonry,All amenities,750.0,56.95643795,24.132572982155622
For rent,centrs,Barona 76,3,80.0,3.0,6.0,Renov.,Masonry,All amenities,830.0,56.95643795,24.132572982155622
For sale,centrs,Lāčplēša 125,2,40.0,2.0,5.0,Renov.,Brick,All amenities,43900.0,56.943900199999995,24.1325617
For rent,Purvciems,Astras 8,1,40.0,5.0,24.0,Jaun.,Panel,All amenities,380.0,56.952452,24.188248
For sale,Purvciems,Madonas 19,3,80.0,4.0,9.0,119.,Panel,All amenities,65000.0,56.96043465,24.17048602078153
For sale,centrs,Eksporta 2,2,59.0,2.0,5.0,Staļina,Masonry,All amenities,125000.0,56.95619685,24.098819615355055
For sale,Ziepniekkalns,Bruknas 8,3,77.0,8.0,10.0,119.,Panel,All amenities,75000.0,56.9023667,24.08653904645858
For sale,centrs,Akas 9,3,78.0,3.0,5.0,Specpr.,Brick-Panel,All amenities,169000.0,56.9568556,24.12558568223276
For rent,Iļģuciems,Lielezeres 10,1,45.0,2.0,5.0,Jaun.,Panel,All amenities,430.0,56.95924805,24.055202274196077
For sale,Ķengarags,Maltas 29,3,59.0,5.0,5.0,LT proj.,Panel,All amenities,49000.0,56.904551100000006,24.1941032
For rent,Jugla,Juglas 51,1,32.0,5.0,5.0,LT proj.,Panel,All amenities,280.0,56.9764701,24.2537896
For sale,Vecmīlgrāvis,Skuju 2,2,48.0,1.0,5.0,103.,Panel-Brick,All amenities,37000.0,57.02928775,24.1022711
For sale,Imanta,Slokas 185,3,55.0,5.0,5.0,LT proj.,Panel,All amenities,45000.0,56.9631072,24.018805751784768
For sale,Vecmīlgrāvis,Anitas 3,2,63.0,1.0,2.0,Staļina,Masonry,All amenities,54000.0,57.02813745,24.110178501929077
For sale,Jugla,Juglas 35,2,47.0,2.0,5.0,LT proj.,Panel,All amenities,43000.0,56.9671659,24.282527353221607
For rent,Imanta,Dammes 1,1,37.0,7.0,9.0,602.,Panel,All amenities,300.0,56.9608459,24.012099291280585
For sale,centrs,Blaumaņa 12,1,34.5,5.0,7.0,Renov.,Masonry,All amenities,89700.0,56.9548306,24.1221141
For sale,Āgenskalns,Dzirciema 31a,1,45.0,1.0,3.0,Renov.,Panel-Brick,All amenities,69300.0,56.9553949,24.0522937
For rent,Purvciems,Ieriķu 32,2,48.0,4.0,5.0,Specpr.,Brick,All amenities,300.0,56.96450485,24.17215785957441
For sale,Āgenskalns,Dzirciema 31a,2,65.0,2.0,3.0,Renov.,Panel-Brick,All amenities,119000.0,56.9553949,24.0522937
For sale,Purvciems,Stirnu 33,2,48.3,5.0,9.0,602.,Panel,All amenities,55000.0,56.96007289999999,24.18609287102933
For rent,Teika,Ropažu 105,2,47.0,2.0,2.0,Hrušč.,Brick,All amenities,500.0,56.9835792,24.19849335
For sale,Pļavnieki,Salnas 24,1,39.0,5.0,5.0,M. ģim.,Panel,All amenities,30000.0,56.94167865,24.22621375
For rent,centrs,Matīsa 38,2,46.0,3.0,6.0,Renov.,Brick,All amenities,350.0,56.95534839999999,24.136677399999996
For sale,Iļģuciems,Buļļu 888,2,48.0,2.0,3.0,Hrušč.,Brick,All amenities,33500.0,56.965298,24.057372100000002
For rent,Krasta r-ns,Salacas 16,1,50.0,10.0,16.0,104.,Panel,All amenities,29.0,56.9282438,24.1701215
For rent,Āgenskalns,Kalnciema 107,1,15.0,1.0,3.0,Hrušč.,Brick,All amenities,220.0,56.9384531,24.0507266
For rent,Maskavas priekšpilsēta,Katoļu 35a,1,40.0,6.0,6.0,Renov.,Masonry,All amenities,25.0,56.94421485,24.1354263973833
For sale,Čiekurkalns,Ezermalas 2,2,53.0,6.0,12.0,Čehu pr.,Brick,All amenities,52000.0,56.9929332,24.1945177
For rent,Ziepniekkalns,Ozolciema 56/2,2,49.0,9.0,9.0,602.,Panel,All amenities,280.0,56.899030700000004,24.078598899999996
For rent,centrs,Ģertrūdes 54,1,29.0,4.0,6.0,P. kara,Masonry,All amenities,25.0,56.9522316,24.1316755
For rent,centrs,Ģertrūdes 54,3,85.0,4.0,6.0,P. kara,Masonry,All amenities,50.0,56.9522316,24.1316755
For sale,Vecrīga,Kalēju 6,3,87.0,1.0,2.0,P. kara,Masonry,All amenities,230000.0,56.94868015,24.109829065059447
For rent,Sarkandaugava,Sarkandaugavas 2,1,34.0,4.0,5.0,103.,Brick-Panel,All amenities,300.0,56.9951843,24.1265163
For sale,Mežciems,Biķernieku 102,3,75.0,7.0,16.0,104.,Panel,All amenities,75000.0,56.95996775,24.2349046
For rent,centrs,Stabu 52,2,42.0,3.0,3.0,P. kara,Wood,All amenities,550.0,56.9537909,24.1333538
For sale,Imanta,Akāciju 6,1,46.0,6.0,9.0,Jaun.,Brick-Panel,All amenities,78000.0,56.95120260000001,24.0005229
For rent,centrs,Eksporta 12,2,57.0,3.0,6.0,Renov.,Brick-Panel,All amenities,500.0,56.956763,24.0954531
For rent,Pļavnieki,Keldiša 24,2,50.0,9.0,9.0,602.,Panel,All amenities,295.0,56.938043500000006,24.208771074044886
For sale,Purvciems,Raunas 58,1,30.0,3.0,4.0,Specpr.,Brick,All amenities,31000.0,56.96759045,24.187589234701967
For sale,Šampēteris-Pleskodāle,Candera 25,4,71.0,3.0,5.0,Hrušč.,Brick,All amenities,67000.0,56.93643985,24.045061125116266
For sale,Ķengarags,Maskavas 254,2,48.0,5.0,5.0,Hrušč.,Panel,All amenities,39900.0,56.91162465,24.174374826982554
For rent,Purvciems,Vaidavas 2,1,32.0,4.0,5.0,Specpr.,Brick-Panel,All amenities,25.0,56.96511765,24.176048197694836
For sale,Ziepniekkalns,Ziepniekkalna 64,2,63.0,5.0,5.0,Jaun.,Brick-Panel,All amenities,86000.0,56.8974581,24.1389382
For rent,Vecmīlgrāvis,Sniega 3,1,35.0,1.0,2.0,Specpr.,Brick,All amenities,170.0,57.03465345,24.09803220900671
For rent,centrs,Pētersalas 18,2,40.0,3.0,5.0,Hrušč.,Brick,All amenities,300.0,56.9684782,24.0982111
For sale,centrs,Skolas 25,4,125.0,4.0,5.0,P. kara,Masonry,All amenities,185000.0,56.956956000000005,24.117125
